committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,previous_file_number,amendment_indicator,amendment_number,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,candidate_party,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,election_type,election_type_full,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,most_recent,filing_date,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,24,202210259541652157,24,1649502,TARGETED VICTORY LLC,,,,2311 WILSON BOULEVARD,SUITE 200,ARLINGTON,VA,22201,1649502,N,0,MEDIA PRODUCTION LIBRE ACTION,2022-10-24 00:00:00,2022-10-24 00:00:00,3923.50,426968.92,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-25 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16800,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745025,4102620221592298209,,,t,t,2022-10-25 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652157
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,48,202210209541444556,24,1646068,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW,STE 604,WASHINGTON,DC,20024,1646068,N,0,MAILER POSTAGE,2022-10-19 00:00:00,2022-10-19 00:00:00,4495.97,398294.17,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-20 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16524,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102120221590108009,4102120221590171247,,,t,t,2022-10-20 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541444556
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2022,48,202210199537604406,24,1644644,"I360, LLC",,,,29374 NETWORK PLACE,,CHICAGO,IL,606731293,1644644,N,0,IE - P2P TEXTING,2022-10-19 00:00:00,2022-10-18 00:00:00,873.08,0.00,004,Advertising Expenses ,S,,,,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,,,,,,,,,"MAJORS, CHRISTINA M.",2022-10-19 00:00:00,,,,G2022,,,,CHRISTINA M.,,MAJORS,86378871,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102020221589931004,4102020221590088081,,,t,t,2022-10-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537604406
C90018367,MOMSRISING TOGETHER,2022,24,202210259541641611,,1649132,ALPHAGRAHICS,,,,16 DYKE LANE,,STAMFORD,CT,06902,1649132,N,0,,2022-10-25 00:00:00,,1803.00,1803.00,,,S,,,H2TX15203,"VALLEJO, MICHELLE",,MICHELLE,,VALLEJO,,H,TX,15,DEM,,,,,,,,,,,,,G2022,GENERAL,,,,,,F57.4422,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4102520221590893007,4102520221590895065,,,t,t,2022-10-25 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541641611
C00214981,TEXAS FARM BUREAU AGFUND,2022,24,202210259541643861,24,1649238,THE EPPSTEIN GROUP,,,,2830 SOUTH HULEN ST. #361,,FORT WORTH,TX,76109,1649238,N,0,TEXT MESSAGING PROGRAM,2022-10-25 00:00:00,2022-10-25 00:00:00,11141.69,61498.69,004,Advertising Expenses ,S,,,,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,,,,,,,,,"COOK, SI E.",2022-10-25 00:00:00,,,,G2022,,,,SI E.,,COOK,11436842,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102520221590890062,4102520221591671151,,,t,t,2022-10-25 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541643861
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,24,202210259541652157,24,1649502,TARGETED VICTORY LLC,,,,2311 WILSON BOULEVARD,SUITE 200,ARLINGTON,VA,22201,1649502,N,0,MEDIA PRODUCTION,2022-10-24 00:00:00,2022-10-24 00:00:00,2400.00,426968.92,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-25 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16799,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745025,4102620221592298208,,,t,t,2022-10-25 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652157
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,48,202210209541444556,24,1646068,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW,STE 604,WASHINGTON,DC,20024,1646068,N,0,MAILER POSTAGE LIBRE ACTION,2022-10-19 00:00:00,2022-10-19 00:00:00,5726.81,398294.17,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-20 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16522,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102120221590108009,4102120221590171248,,,t,t,2022-10-20 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541444556
C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,2022,48,202210199537607567,24,1644697,PRINTING PARTNERS,,,,929 WEST 16TH ST.,,INDIANAPOLIS,IN,46202,1644697,N,0,IE-DELACRUZ-DIRECT MAIL,2022-10-10 00:00:00,2022-10-17 00:00:00,894.01,894.01,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,C00509893,,,,,,,"COCKFIELD, WAYNE",2022-10-19 00:00:00,,,,G2022,,,,WAYNE,,COCKFIELD,SE.68122,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102020221589931023,4102020221590088134,,,t,t,2022-10-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537607567
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,24,202210269541704455,24,1651085,PEOPLE WHO THINK,,,,4522 LA-22,STE. 7,MANDEVILLE,LA,22201,1651085,N,0,MEDIA PRODUCTION LIBRE ACTION,2022-10-25 00:00:00,2022-10-25 00:00:00,12500.00,454368.92,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-26 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16897,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102720221592345042,4102720221592616108,,,t,t,2022-10-26 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541704455
C00606962,WFP NATIONAL PAC,2022,24,202210269541706140,24,1651150,TKO ADVERTISING,,,,6606 N. LAMAR BLVD,,AUSTIN,TX,78752,1651150,N,0,MAIL,2022-10-25 00:00:00,2022-10-25 00:00:00,39991.60,113879.60,001,Administrative/Salary/Overhead Expenses ,S,,,H2TX15203,"VALLEJO, MICHELLE",,MICHELLE,,VALLEJO,,H,TX,15,DEM,C00606962,,,,,,,"BOLAND, MICHAEL",2022-10-26 00:00:00,,,,G2022,,,,MICHAEL,,BOLAND,SE.155004,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102720221592345047,4102720221592616325,,,t,t,2022-10-26 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541706140
C90018045,UNITED WE DREAM ACTION,2022,24,202210249541556409,,1648325,GETTHRU,,,,PO BOX 2690,,ALAMEDA,CA,945010690,1648325,N,0,,2022-10-20 00:00:00,,4760.88,10871.86,001,Administrative/Salary/Overhead Expenses ,S,,,H2TX15203,"VALLEJO, MICHELLE",,MICHELLE,,VALLEJO,,H,TX,15,DEM,,,,,,,,,,,,,G2022,GENERAL,,,,,,VVB0QARNTF4,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4102420221590571011,4102420221590573229,,,t,t,2022-10-24 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202210249541556409
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,48,202210089532102272,24,1635187,TARGETED VICTORY LLC,,,,2311 WILSON BOULEVARD,SUITE 200,ARLINGTON,VA,22201,1635187,N,0,MEDIA PRODUCTION LIBRE ACTION,2022-10-07 00:00:00,2022-10-07 00:00:00,4377.25,311153.73,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-08 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.15036,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4100920221587813000,4100920221587822022,,,t,t,2022-10-08 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210089532102272
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,24,202210259541652180,24,1649502,PEOPLE WHO THINK,,,,4522 LA-22,STE. 7,MANDEVILLE,LA,22201,1649502,N,0,MAILER PRODUCTION LIBRE ACTION,2022-10-24 00:00:00,2022-10-24 00:00:00,4514.21,426968.92,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-25 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16845,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745025,4102620221592298254,,,t,t,2022-10-25 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652180
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,48,202210039532052904,24,1633639,AMERICANS FOR PROSPERITY,,,,1310 N. COURTHOUSE RD.,STE. 700,ARLINGTON,VA,22201,1633639,N,0,CANVASSING,2022-10-01 00:00:00,2022-10-01 00:00:00,4591.15,258721.99,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-03 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.13906,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4100420221587393000,4100420221587416026,,,t,t,2022-10-03 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210039532052904
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,24,202210259541652181,24,1649502,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW,STE 604,WASHINGTON,DC,20024,1649502,N,0,MAILER POSTAGE,2022-10-24 00:00:00,2022-10-24 00:00:00,6610.71,426968.92,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-25 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16848,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745025,4102620221592298257,,,t,t,2022-10-25 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652181
C00821975,ENERGIZE OUR FUTURE,2022,24,202210279541864118,24,1652545,RESOLVE CAMPAIGNS LLC,,,,P.O. BOX 90983,1604 OLD FREDRICKSBURG RD,AUSTIN,TX,78709,1652545,N,0,DIRECT MAIL: PRINTING AND POSTAGE,2022-10-25 00:00:00,2022-10-27 00:00:00,6099.15,19150.95,,,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,C00821975,,,,,,,"GANTT, CHARLES",2022-10-27 00:00:00,,,,G2022,,,,CHARLES,,GANTT,SE.4155,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102720221592345088,4102720221592616670,,,t,t,2022-10-27 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541864118
