committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,previous_file_number,amendment_indicator,amendment_number,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,candidate_party,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,election_type,election_type_full,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,most_recent,filing_date,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,48,202210199537608182,24,1644721,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW,STE 604,WASHINGTON,DC,20024,1644721,N,0,MAILER POSTAGE LIBRE ACTION,2022-10-17 00:00:00,2022-10-17 00:00:00,8401.93,267626.13,004,Advertising Expenses ,S,,,H2TX34113,"FLORES, MAYRA NOHEMI",,MAYRA,NOHEMI,FLORES,,H,TX,34,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-19 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16473,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102020221589931029,4102020221590088241,,,t,t,2022-10-19 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537608182
C00365536,CHC BOLD PAC,2022,24,202210269541680471,24,1650401,SENA KOZAR STRATEGIES,,,,3723 JENIFER ST NW,,WASHINGTON,DC,200151805,1650401,N,0,DIGITAL AD PRODUCTION AND BUY - ESTIMATE,2022-10-25 00:00:00,2022-10-25 00:00:00,57500.00,887749.05,004,Advertising Expenses ,S,,,H6TX15162,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,DEM,,,,,,,,"EVANS, DIANE",2022-10-26 00:00:00,,,,G2022,,,,DIANE,,EVANS,VTDKNAGFKS3,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745133,4102620221592298921,,,t,t,2022-10-26 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541680471
C00504530,CONGRESSIONAL LEADERSHIP FUND,2022,48,202210069532085868,24,1634666,ONMESSAGE INC.,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,1634666,N,0,MEDIA PRODUCTION,2022-10-03 00:00:00,2022-10-04 00:00:00,13000.00,1871701.46,004,Advertising Expenses ,O,,,,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,,,,,,,,,"CROSBY, CALEB",2022-10-06 00:00:00,,,,G2022,,,,CALEB,,CROSBY,002,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4100720221587750020,4100720221587775117,,,t,t,2022-10-06 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210069532085868
C00504530,CONGRESSIONAL LEADERSHIP FUND,2022,24,202210229541496801,24,1647172,MAJORITY STRATEGIES,,,,PO BOX 679219,,DALLAS,TX,75267,1647172,N,0,DIRECT MAIL,2022-10-21 00:00:00,2022-10-21 00:00:00,41746.60,3573596.87,004,Advertising Expenses ,O,,,,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,,,,,,,,,"CROSBY, CALEB",2022-10-22 00:00:00,,,,G2022,,,,CALEB,,CROSBY,001,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102220221590192096,4102220221590209737,,,t,t,2022-10-22 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210229541496801
C00504530,CONGRESSIONAL LEADERSHIP FUND,2022,24,202210249541522315,24,1648284,ONMESSAGE INC.,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,1648284,N,0,MEDIA PRODUCTION,2022-10-20 00:00:00,2022-10-23 00:00:00,13000.00,3586596.87,004,Advertising Expenses ,O,,,,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,,,,,,,,,"CROSBY, CALEB",2022-10-24 00:00:00,,,,G2022,,,,CALEB,,CROSBY,001,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102420221590569056,4102420221590870242,,,t,t,2022-10-24 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210249541522315
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,24,202210259541652186,24,1649502,POINT1,,,,1015 ATLANTIC BOULEVARD,,ATLANTIC BEACH,FL,32233,1649502,N,0,MAILER PRODUCTION LIBRE ACTION,2022-10-24 00:00:00,2022-10-24 00:00:00,7310.08,315417.52,004,Advertising Expenses ,S,,,H2TX34113,"FLORES, MAYRA NOHEMI",,MAYRA,NOHEMI,FLORES,,H,TX,34,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-25 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16857,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745025,4102620221592298266,,,t,t,2022-10-25 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652186
C00504530,CONGRESSIONAL LEADERSHIP FUND,2022,48,202210079532091192,24,1635005,RUMBLEUP,,,,2001 K ST NW,,WASHINGTON,DC,20006,1635005,N,0,TEXT MESSAGES,2022-10-05 00:00:00,2022-10-05 00:00:00,5100.00,2487334.34,004,Advertising Expenses ,O,,,,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,,,,,,,,,"CROSBY, CALEB",2022-10-07 00:00:00,,,,G2022,,,,CALEB,,CROSBY,006,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4100720221587750121,4100720221587775617,,,t,t,2022-10-07 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210079532091192
C00814509,BIENVENIDO ACTION PAC,2022,24,202210259541652234,24,1649512,MURPHY NASICA,,,,P.O. BOX 1648,,AUSTIN,TX,78767,1649512,N,0,TEXT MESSAGES,2022-10-24 00:00:00,2022-10-24 00:00:00,14029.14,78632.68,,,S,,,H2TX34113,"FLORES, MAYRA NOHEMI",,MAYRA NOHEMI,,FLORES,,H,TX,34,REP,C00814509,,,,,,,"GANTT, CHARLES",2022-10-25 00:00:00,,,,G2022,,,,CHARLES,,GANTT,SE.4358,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745027,4102620221592298295,,,t,t,2022-10-25 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652234
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,24,202210259541652154,24,1649502,TARGETED VICTORY LLC,,,,2311 WILSON BOULEVARD,SUITE 200,ARLINGTON,VA,22201,1649502,N,0,MEDIA PRODUCTION LIBRE ACTION,2022-10-24 00:00:00,2022-10-24 00:00:00,2400.00,315417.52,004,Advertising Expenses ,S,,,H2TX34113,"FLORES, MAYRA NOHEMI",,MAYRA,NOHEMI,FLORES,,H,TX,34,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-25 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.16793,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745025,4102620221592298202,,,t,t,2022-10-25 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652154
C00504530,CONGRESSIONAL LEADERSHIP FUND,2022,24,202210259541652665,24,1649582,MAJORITY STRATEGIES,,,,PO BOX 679219,,DALLAS,TX,75267,1649582,N,0,DIRECT MAIL,2022-10-24 00:00:00,2022-10-24 00:00:00,15514.61,3628111.48,004,Advertising Expenses ,O,,,,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,,,,,,,,,"CROSBY, CALEB",2022-10-25 00:00:00,,,,G2022,,,,CALEB,,CROSBY,001,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745058,4102620221592298352,,,t,t,2022-10-25 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541652665
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,48,202210139532200180,24,1638112,TARGETED VICTORY LLC,,,,2311 WILSON BOULEVARD,SUITE 200,ARLINGTON,VA,22201,1638112,N,0,MEDIA PRODUCTION,2022-10-11 00:00:00,2022-10-11 00:00:00,1700.00,234418.92,004,Advertising Expenses ,S,,,H2TX34113,"FLORES, MAYRA NOHEMI",,MAYRA,NOHEMI,FLORES,,H,TX,34,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-10-13 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.15131,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420221588152023,4101420221588272246,,,t,t,2022-10-13 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210139532200180
C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,2022,48,202210139532194934,24,1637938,AMBROSINO MUIR HANSEN CROUNSE,,,,6309 WISCASSET ROAD,,BETHESDA,MD,208162111,1637938,N,0,ONLINE DIGITAL AD BUY & PRODUCTION COSTS,2022-10-11 00:00:00,2022-10-11 00:00:00,7200.00,34681.88,,,S,,,H6TX15162,"GONZALEZ, VICENTE REP.",REP.,VICENTE,,GONZALEZ,,H,TX,34,DEM,,,,,,,,"LANE, NANCY M.",2022-10-13 00:00:00,,,,G2022,,,,NANCY,M.,LANE,EF8553749BA9A47C28C2,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101320221588039088,4101320221588119787,,,t,t,2022-10-13 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210139532194934
C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,2022,48,202210139532194935,24,1637938,A-D STRATEGIES LLC,,,,PO BOX 6551,,ARLINGTON,VA,222060551,1637938,N,0,ONLINE DIGITAL AD BUY & PRODUCTION COSTS,2022-10-11 00:00:00,2022-10-11 00:00:00,13521.88,34681.88,,,S,,,H6TX15162,"GONZALEZ, VICENTE REP.",REP.,VICENTE,,GONZALEZ,,H,TX,34,DEM,,,,,,,,"LANE, NANCY M.",2022-10-13 00:00:00,,,,G2022,,,,NANCY,M.,LANE,EBC6FCB6E8CBC470AAF2,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101320221588039088,4101320221588119789,,,t,t,2022-10-13 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210139532194935
C00000935,DCCC,2022,48,202210189537562938,24,1644096,PESCADOR PUBLIC STRATEGIES LLC LAURA VOLLUZ,,,,4007 MCCULLOUGH,SUITE 168,SAN ANTONIO,TX,78212,1644096,N,0,DIGITAL MEDIA BUY ESTIMATE,2022-10-13 00:00:00,2022-10-18 00:00:00,150000.00,1351054.70,,,O,,,H2TX34113,"FLORES, MAYRA",,MAYRA,,FLORES,,H,TX,34,REP,,,,,,,,"PERSICO, TIMOTHY",2022-10-18 00:00:00,,,,G2022,,,,TIMOTHY,,PERSICO,SE-1049924,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920221589124003,4101920221589893208,,,t,t,2022-10-18 00:00:00,DATE OF DISSEMINATION: 10/18/22,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210189537562938
C00504530,CONGRESSIONAL LEADERSHIP FUND,2022,48,202210169537497077,24,1643256,ONMESSAGE INC.,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,1643256,N,0,MEDIA PRODUCTION,2022-10-14 00:00:00,2022-10-14 00:00:00,13000.00,2991380.22,004,Advertising Expenses ,O,,,,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,,,,,,,,,"CROSBY, CALEB",2022-10-16 00:00:00,,,,G2022,,,,CALEB,,CROSBY,001,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101620221588316053,4101620221588361117,,,t,t,2022-10-16 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210169537497077
C00504530,CONGRESSIONAL LEADERSHIP FUND,2022,24,202210249541522315,24,1648284,ONMESSAGE INC.,,,,817 SLATERS LANE,,ALEXANDRIA,VA,22314,1648284,N,0,MEDIA PRODUCTION,2022-10-21 00:00:00,2022-10-23 00:00:00,13000.00,3599596.87,004,Advertising Expenses ,O,,,,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,,,,,,,,,"CROSBY, CALEB",2022-10-24 00:00:00,,,,G2022,,,,CALEB,,CROSBY,002,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102420221590569056,4102420221590870243,,,t,t,2022-10-24 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210249541522315
C00075820,NRCC,2022,24,202210269541697175,24,1650728,SRCP MEDIA INC,,,,201 N UNION ST,STE 200,ALEXANDRIA,VA,22314,1650728,N,0,MEDIA,2022-10-26 00:00:00,2022-10-25 00:00:00,31295.00,408778.25,,,O,,,H6TX15162,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,DEM,C00592659,,,,,,,"DAVIS, KEITH A",2022-10-26 00:00:00,,,,G2022,,,,KEITH,A,DAVIS,SE24-0.139984,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745160,4102620221592299609,,,t,t,2022-10-26 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541697175
C00000935,DCCC,2022,48,202210119532135388,24,1636390,"MESSAGE AUDIENCE PRESENTATION, INC. MAP POLITICAL COMMUNICATION",,,,2400 S 4TH STREET,,AUSTIN,TX,78704,1636390,N,0,MEDIA PRODUCTION - ESTIMATE,2022-10-11 00:00:00,2022-10-11 00:00:00,9000.00,551369.62,,,O,,,H2TX34113,"FLORES, MAYRA",,MAYRA,,FLORES,,H,TX,34,REP,,,,,,,,"PERSICO, TIMOTHY",2022-10-11 00:00:00,,,,G2022,,,,TIMOTHY,,PERSICO,SE-1049810,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101220221587941007,4101220221588006321,,,t,t,2022-10-11 00:00:00,DATE OF DISSEMINATION: 10/11/22,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210119532135388
C00495028,HOUSE MAJORITY PAC,2022,48,202210209541444484,24,1646063,WATERFRONT STRATEGIES,,,,3050 K ST NW,STE 100,WASHINGTON,DC,200075108,1646063,N,0,TELEVISION ADVERTISING - ESTIMATE,2022-10-18 00:00:00,2022-10-18 00:00:00,385688.00,1013163.00,,,O,,,H2TX34113,"FLORES, MAYRA NOHEMI",,MAYRA NOHEMI,,FLORES,,H,TX,34,REP,,,,,,,,"WOLFF, BRIAN",2022-10-20 00:00:00,,,,G2022,,,,BRIAN,,WOLFF,VN7GDAJ0WF3,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102120221590108008,4102120221590171187,,,t,t,2022-10-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541444484
C00722371,ENERGY SECURITY PAC,2022,24,202210219541455119,24,1646116,IMPACT ADVERTISING LLC,,,,3685 S 500 W,,SOUTH SALT LAKE CITY,UT,84115,1646116,N,0,DEVELOPMENT AND PRODUCTION OF WEBSITE,2022-10-20 00:00:00,2022-10-22 00:00:00,725.00,50350.01,,,S,,,H2TX34113,"FLORES, MAYRA NOHEMI",,MAYRA NOHEMI,,FLORES,,H,TX,34,REP,C00722371,,,,,,,"OLEARY, SHANNON",2022-10-21 00:00:00,,,,G2022,,,,SHANNON,,OLEARY,SE.4326,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102120221590108014,4102120221590171273,,,t,t,2022-10-21 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210219541455119
C00722371,ENERGY SECURITY PAC,2022,24,202210219541455136,24,1646120,IMPACT ADVERTISING LLC,,,,3685 S 500 W,,SOUTH SALT LAKE CITY,UT,84115,1646120,N,0,DEVELOPMENT AND SOCIAL MEDIA AD BUY,2022-10-20 00:00:00,2022-10-22 00:00:00,958.33,67720.35,,,O,,,H6TX15162,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,DEM,C00722371,,,,,,,"OLEARY, SHANNON",2022-10-21 00:00:00,,,,G2022,,,,SHANNON,,OLEARY,SE.4335,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102120221590108016,4102120221590171279,,,t,t,2022-10-21 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210219541455136
C00075820,NRCC,2022,24,202210269541697175,24,1650728,SRCP MEDIA INC,,,,201 N UNION ST,STE 200,ALEXANDRIA,VA,22314,1650728,N,0,MEDIA,2022-10-26 00:00:00,2022-10-25 00:00:00,19767.00,408778.25,,,O,,,H6TX15162,"GONZALEZ, VICENTE",,VICENTE,,GONZALEZ,,H,TX,34,DEM,C00592659,,,,,,,"DAVIS, KEITH A",2022-10-26 00:00:00,,,,G2022,,,,KEITH,A,DAVIS,SE24-0.139985,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4102620221591745160,4102620221592299610,,,t,t,2022-10-26 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541697175
