committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,previous_file_number,amendment_indicator,amendment_number,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,candidate_party,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,election_type,election_type_full,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,most_recent,filing_date,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00630665,JUSTICE DEMOCRATS PAC,2022,24,202205259514392789,24,1597890,TOP MARKS MEDIA LLC,,,,1835 7TH ST NW,STE 203,WASHINGTON,DC,200013107,1597890,N,0,NON-CONTRIBUTION ACCOUNT - DIGITAL BUY,2022-05-24 00:00:00,2022-05-24 00:00:00,7000.00,149467.89,004,Advertising Expenses ,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,,,,,,,,"TRENT, NATALIE",2022-05-25 00:00:00,,,,R2022,RUNOFF,,,NATALIE,,TRENT,VVAEWARBCN4,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4052520221493454015,4052520221493569048,,,t,t,2022-05-25 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202205259514392789
C00738039,MIJENTE PAC,2022,24,202202119491734089,24,1568535,FEQOR PRESS,,,,5555 BUFORD HWY,STE 501,NORCROSS,GA,300713911,1568535,N,0,NON-CONTRIBUTION ACCOUNT: PRINTING OF MATERIALS FOR TSHIRTS,2022-02-10 00:00:00,2022-02-10 00:00:00,1038.76,9964.84,,,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,,,,,,,,"STANGER, HOWIE",2022-02-11 00:00:00,,,,P2022,,,,HOWIE,,STANGER,500001101,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021120221406526013,4021120221407015173,,,t,t,2022-02-11 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202202119491734089
C00486845,LCV VICTORY FUND,2022,48,202205059502588305,24,1592267,POTOMAC WAVES LLC,,,,3000 K ST NW,STE 320,WASHINGTON,DC,200075169,1592267,N,0,RADIO AD BUY,2022-05-02 00:00:00,2022-05-03 00:00:00,74790.00,77171.20,004,Advertising Expenses ,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,,,,,,,,"COLLINS, PATRICK",2022-05-05 00:00:00,,,,O2022,RUN-OFF PRIMARY,,,PATRICK,,COLLINS,VVAG5AR7K97,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4050520221474488047,4050520221474869307,,,t,t,2022-05-05 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202205059502588305
C00799031,UNITED DEMOCRACY PROJECT (UDP),2022,24,202205189512396174,24,1595401,OURSO BEYCHOK INC,,,,352 NAPOLEON ST,,BATON ROUGE,LA,708025939,1595401,N,0,DIRECT MAIL,2022-05-17 00:00:00,2022-05-17 00:00:00,26520.00,1805847.84,,,S,,,H2TX23082,"CUELLAR, HENRY REP.",REP.,HENRY,,CUELLAR,,H,TX,28,DEM,,,,,,,,"D'ALESSIO, CHRIS",2022-05-18 00:00:00,,,,O2022,RUNOFF,,,CHRIS,,D'ALESSIO,EECB4F5734161431E8B1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4051820221486633048,4051820221486744670,,,t,t,2022-05-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202205189512396174
C00799031,UNITED DEMOCRACY PROJECT (UDP),2022,48,202204299502505340,24,1591120,WATERFRONT STRATEGIES INC,,,,3050 K ST NW,STE 100,WASHINGTON,DC,200075161,1591120,N,0,MEDIA PLACEMENT,2022-04-28 00:00:00,2022-04-28 00:00:00,199723.00,273826.89,,,O,,,,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,,,,,,,,,"D'ALESSIO, CHRIS",2022-04-29 00:00:00,,,,O2022,RUNOFF,,,CHRIS,,D'ALESSIO,E50D0E92A9BF54DB3923,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4042920221473229021,4042920221473612263,,,t,t,2022-04-29 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202204299502505340
C00606962,WFP NATIONAL PAC,2022,24,202202119491636006,24,1568470,COMMUNITY LABOR ADMINISTRATIVE SERVICES,,,,77 SANDS STREET,6TH FLOOR,BROOKLYN,NY,11201,1568470,N,0,TEXTING,2022-02-10 00:00:00,2022-02-10 00:00:00,84.88,111082.92,006,Campaign Materials,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,C00606962,,,,,,,"BOLAND, MICHAEL",2022-02-11 00:00:00,,,,P2022,,,,MICHAEL,,BOLAND,SE.131609,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021120221406526008,4021120221407013650,,,t,t,2022-02-11 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202202119491636006
C00756940,TEXAS ORGANIZING PROJECT POLITICAL ACTION COMMITTEE,2022,48,202204209500105320,24,1589168,DUABLE BRAND TRUST,,,,110 BROADWAY ST,STE 170,SAN ANTONIO,TX,782051917,1589168,N,0,GRAPHIC DESIGN (ESTIMATE),2022-04-19 00:00:00,2022-04-19 00:00:00,406.98,55200.00,,,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,,,,,,,,"HALVORSON, STEVEN",2022-04-20 00:00:00,,,,R2022,RUNOFF,,,STEVEN,,HALVORSON,500000721,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4042020221470984011,4042020221471013031,,,t,t,2022-04-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202204209500105320
C00799031,UNITED DEMOCRACY PROJECT (UDP),2022,24,202205049502547783,24,1591882,WATERFRONT STRATEGIES INC,,,,3050 K ST NW,STE 100,WASHINGTON,DC,200075161,1591882,N,0,MEDIA PLACEMENT,2022-05-03 00:00:00,2022-05-03 00:00:00,366425.00,749154.19,,,O,,,,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,,,,,,,,,"D'ALESSIO, CHRIS",2022-05-04 00:00:00,,,,O2022,RUNOFF,,,CHRIS,,D'ALESSIO,E37C038F12815470EB68,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4050420221474236014,4050420221474446173,,,t,t,2022-05-04 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202205049502547783
C00504530,CONGRESSIONAL LEADERSHIP FUND,2022,24,202206019514668906,24,1599350,FLEXPOINT MEDIA INC,,,,PO BOX 1051,,NEW ALBANY,OH,43054,1599350,N,0,MEDIA PLACEMENT,2022-05-26 00:00:00,2022-05-31 00:00:00,160445.65,198455.65,004,Advertising Expenses ,S,,,,"FLORES, MAYRA",,MAYRA,,FLORES,,H,TX,34,,,,,,,,,"CROSBY, CALEB",2022-06-01 00:00:00,,,,S2022,SPECIAL GENERAL,,,CALEB,,CROSBY,002,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4060220221494224003,4060220221494262006,,,t,t,2022-06-01 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202206019514668906
C00606962,WFP NATIONAL PAC,2022,48,202204119496024742,24,1579832,TEXAS TOOLBELT,,,,6717 MOUNT CARMEL STREET,,HOUSTON,TX,77087,1579832,N,0,IN PERSON CANVASSING,2022-04-11 00:00:00,2022-04-11 00:00:00,219324.00,219324.00,006,Campaign Materials,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,C00606962,,,,,,,"BOLAND, MICHAEL",2022-04-11 00:00:00,,,,R2022,RUNOFF,,,MICHAEL,,BOLAND,SE.136834,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4041120221465528003,4041120221465643004,,,t,t,2022-04-11 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202204119496024742
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,48,202208169525409148,24,1624423,TARGETED VICTORY LLC,,,,2311 WILSON BOULEVARD,SUITE 200,ARLINGTON,VA,22201,1624423,N,0,MEDIA PRODUCTION LIBRE ACTION,2022-08-15 00:00:00,2022-08-15 00:00:00,1000.00,60439.16,004,Advertising Expenses ,S,,,H2TX34113,"FLORES, MAYRA NOHEMI",,MAYRA,NOHEMI,FLORES,,H,TX,34,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-08-16 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.12307,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081720221564968005,4081720221565049024,,,t,t,2022-08-16 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202208169525409148
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,48,202207149518549271,24,1611796,TARGETED VICTORY LLC,,,,2311 WILSON BOULEVARD,SUITE 200,ARLINGTON,VA,22201,1611796,N,0,LIBRE DIGITAL AD PRODUCTION,2022-07-13 00:00:00,2022-07-13 00:00:00,700.00,48400.00,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-07-14 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.10964,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4071520221540566003,4071520221540732252,,,t,t,2022-07-14 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202207149518549271
C90016973,"GREENPEACE, INC.",2022,24,202205069502687000,,1592633,REWIRED LLC,,,,P.O. BOX 110971,,BROOKLYN,NY,11211,1592633,N,0,,2022-05-06 00:00:00,,10.00,9732.81,001,Administrative/Salary/Overhead Expenses ,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,,,,,,,,,,,,,R2022,RUNOFF,,,,,,F57.4259,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4050620221474922000,4050620221474923013,,,t,t,2022-05-06 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202205069502687000
C00799031,UNITED DEMOCRACY PROJECT (UDP),2022,24,202205049502547784,24,1591882,MVAR MEDIA LLC,,,,1421 PRINCE ST,STE 320,ALEXANDRIA,VA,223142805,1591882,N,0,MEDIA PRODUCTION/PLACEMENT,2022-05-03 00:00:00,2022-05-03 00:00:00,49582.30,749154.19,,,O,,,,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,,,,,,,,,"D'ALESSIO, CHRIS",2022-05-04 00:00:00,,,,O2022,RUNOFF,,,CHRIS,,D'ALESSIO,E0506C2EDE4BA4275BF8,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4050420221474236014,4050420221474446174,,,t,t,2022-05-04 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202205049502547784
C00756940,TEXAS ORGANIZING PROJECT POLITICAL ACTION COMMITTEE,2022,48,202202039491596787,24,1567382,"TEXAS TOOLBELT, LLC",,,,6046 BELGRADE AVE,,DALLAS,TX,752273605,1567382,N,0,CANVASSING (ESTIMATE),2022-02-01 00:00:00,2022-02-01 00:00:00,50000.00,63000.00,001,Administrative/Salary/Overhead Expenses ,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,,,,,,,,"HALVORSON, STEVEN",2022-02-03 00:00:00,,,,P2022,,,,STEVEN,,HALVORSON,500000586,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020320221404111032,4020320221404363939,,,t,t,2022-02-03 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202202039491596787
C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",2022,48,202207149518549265,24,1611796,IN PURSUIT OF LLC,,,,1320 N. COURTHOUSE RD.,STE. 200,ARLINGTON,VA,22201,1611796,N,0,DIGITAL AD PLACEMENT,2022-07-13 00:00:00,2022-07-13 00:00:00,30000.00,48400.00,004,Advertising Expenses ,S,,,H0TX15124,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,REP,,,,,,,,"JENTGENS, ROBERT TREASURER",2022-07-14 00:00:00,,,,G2022,,,,ROBERT,,JENTGENS,SE24.10963,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4071520221540566003,4071520221540732241,,,t,t,2022-07-14 00:00:00,,,TREASURER,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202207149518549265
C00473918,WOMEN VOTE!,2022,24,202205149512357272,24,1594380,POTOMAC WAVES LLC,,,,3000 K STREET NW,STE 320,WASHINGTON,DC,20007,1594380,N,0,TV MEDIA PRODUCTION,2022-05-19 00:00:00,2022-05-14 00:00:00,15896.70,721417.59,004,Advertising Expenses ,O,,,H2TX23082,"CUELLAR, HENRY",,HENRY,,CUELLAR,,H,TX,28,DEM,,,,,,,,"ROBINSON, DENELLE",2022-05-14 00:00:00,,,,R2022,RUNOFF,,,DENELLE,,ROBINSON,VN7A7AHF8D9,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4051420221486407019,4051420221486517354,,,t,t,2022-05-14 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202205149512357272
C00716704,PROTECT AND SERVE PAC,2022,24,202202259493716268,24,1571949,VICTORY ENTERPRISES,,,,5200 30TH ST SW,,DAVENPORT,IA,52802,1571949,N,0,PLACED MEDIA: TV,2022-02-23 00:00:00,2022-02-24 00:00:00,234785.00,234785.00,,,S,,,H2TX28123,"NG, WILLIE VASQUEZ",,WILLIE VASQUEZ,,NG,,H,TX,28,REP,C00716704,,,,,,,"GANTT, CHARLES",2022-02-25 00:00:00,,,,P2022,,,,CHARLES,,GANTT,SE.7263,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4022520221453330013,4022520221453449038,,,t,t,2022-02-25 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202202259493716268
C90014028,J STREET,2022,24,202202149491737321,,1568779,MIDDLE SEAT CONSULTING LLC,,,,PO BOX 21600,,WASHINGTON,DC,20009,1568779,N,0,,2022-02-13 00:00:00,,50000.00,50000.00,004,Advertising Expenses ,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,,,,,,,,,,,,,P2022,PRIMARY,,,,,,F57.4301,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4021420221407617001,4021420221407618001,,,t,t,2022-02-14 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202202149491737321
C00214981,TEXAS FARM BUREAU AGFUND,2022,24,202205189512395951,24,1595369,THE EPPSTEIN GROUP,,,,2830 SOUTH HULEN ST. #361,,FORT WORTH,TX,76109,1595369,N,0,TEXTING PROGRAM,2022-05-18 00:00:00,2022-05-18 00:00:00,5354.21,34754.21,004,Advertising Expenses ,S,,,,"CUELLAR, HENRY REP.",REP.,HENRY,,CUELLAR,,H,TX,28,,,,,,,,,"COOK, SI E.",2022-05-18 00:00:00,,,,R2022,RUNOFF2022,,,SI E.,,COOK,11312517,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4051820221486633045,4051820221486744663,,,t,t,2022-05-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202205189512395951
C00473918,WOMEN VOTE!,2022,48,202204299502505327,24,1591112,TRILOGY INTERACTIVE LLC,,,,PO BOX 4177,,MOUNTAIN VIEW,CA,940400177,1591112,N,0,DIGITAL AD PRODUCTION,2022-04-29 00:00:00,2022-04-29 00:00:00,6000.00,120000.00,004,Advertising Expenses ,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,,,,,,,,"ROBINSON, DENELLE",2022-04-29 00:00:00,,,,R2022,RUNOFF,,,DENELLE,,ROBINSON,VN7A7AHEA37,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4042920221473229018,4042920221473612254,,,t,t,2022-04-29 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202204299502505327
C00738039,MIJENTE PAC,2022,24,202202239493673760,24,1571588,AMERICAN AIRLINES,,,,1 SKYVIEW DR,,FORT WORTH,TX,761551801,1571588,N,0,NON-CONTRIBUTION ACCOUNT: TRAVEL,2022-02-22 00:00:00,2022-02-22 00:00:00,238.10,18185.29,,,S,,,H0TX28077,"CISNEROS, JESSICA",,JESSICA,,CISNEROS,,H,TX,28,DEM,,,,,,,,"STANGER, HOWIE",2022-02-23 00:00:00,,,,P2022,,,,HOWIE,,STANGER,500001149,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4022420221452960000,4022420221453285000,,,t,t,2022-02-23 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202202239493673760
C00504530,CONGRESSIONAL LEADERSHIP FUND,2022,24,202202189491825740,24,1570755,FLEXPOINT MEDIA INC,,,,PO BOX 1051,,NEW ALBANY,OH,43054,1570755,N,0,MEDIA PLACEMENT,2022-02-16 00:00:00,2022-02-17 00:00:00,37500.00,100000.00,004,Advertising Expenses ,S,,,,"DE LA CRUZ, MONICA",,MONICA,,DE LA CRUZ,,H,TX,15,,,,,,,,,"CROSBY, CALEB",2022-02-18 00:00:00,,,,P2022,,,,CALEB,,CROSBY,002,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021820221409064016,4021820221409129708,,,t,t,2022-02-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202202189491825740
